Address,City,State,Zip,Price,Bedrooms,Bathrooms,Living Area (SqFt),Price per SqFt,Lot Size (Acres),Waterfront,Basement,View,Condition,Home Age,Year Renovated,Years Since Update,Floors,,
1505 S Plum St,Seattle,WA,98144,"$325,000",2.00,3,"1,050",$310 ,0,No,No,None,Average,20,0,20,2,,
4443 S Camano Pl,Seattle,WA,98118,"$325,000",5.00,3,"2,130",$153 ,0,No,Yes,None,Average,34,0,34,1,,
11502 Corliss Ave N,Seattle,WA,98133,"$325,000",3.00,1,990,$328 ,0,No,No,None,Good,78,1988,37,1,,
7901-7911 39Th Ave Sw,Seattle,WA,98136,"$325,000",2.00,1,840,$387 ,0,No,No,None,Average,77,1994,31,1,,
3620 Sw Holden St,Seattle,WA,98126,"$325,000",2.00,1,810,$401 ,0,No,No,None,Good,84,1998,27,1,,
9670 41St Ave S,Seattle,WA,98118,"$325,000",3.00,2,"2,180",$149 ,0,No,Yes,None,Good,64,2001,24,1,,
15812 14Th Avenue Northeast,Shoreline,WA,98155,"$325,000",3.00,1,850,$382 ,0,No,No,None,Average,77,1994,31,1,,
43404 Se 76Th St,Snoqualmie,WA,98065,"$325,000",3.00,2,"1,790",$182 ,1,No,Yes,None,Average,47,0,47,1,,
1636 Sw 164Th St,Burien,WA,98166,"$324,950",3.00,2,"1,460",$223 ,0,No,No,None,Average,70,2005,20,1,,
15243 6Th Ave Ne,Shoreline,WA,98155,"$324,950",3.00,1,"1,210",$269 ,0,No,No,None,Average,76,1998,27,1,,
21661 Se 265Th Way,Maple Valley,WA,98038,"$324,900",4.00,3,"1,880",$173 ,0,No,No,None,Average,25,0,25,2,,
8132 Wolcott Ave S,Seattle,WA,98118,"$324,500",3.00,3,"1,660",$195 ,0,No,No,None,Average,16,0,16,2,,
11201 Se 190Th Pl,Renton,WA,98055,"$324,000",3.00,3,"1,750",$185 ,0,No,No,None,Average,31,0,31,2,,
17403 159Th Ave Se,Renton,WA,98058,"$324,000",4.00,2,"2,110",$154 ,0,No,Yes,None,Average,50,0,50,1,,
820 Nw 95Th St,Seattle,WA,98117,"$324,000",3.00,2,998,$325 ,0,No,Yes,None,Average,18,0,18,2,,
12234 1St Ave Nw,Seattle,WA,98177,"$323,833",4.00,1,"1,940",$167 ,0,No,No,None,Average,78,2012,13,1.5,,
14405 274Th Ct Ne,Duvall,WA,98019,"$322,500",3.00,2,"1,350",$239 ,0,No,No,None,Average,36,0,36,1,,
24223 232Nd Pl Se,Maple Valley,WA,98038,"$322,500",4.00,3,"1,820",$177 ,0,No,No,None,Average,31,0,31,2,,
25417 167Th Pl Se,Covington,WA,98042,"$322,200",4.00,2,"2,010",$160 ,0,No,No,None,Good,50,0,50,2,,
10012 Se 244Th Ct,Kent,WA,98030,"$322,000",4.00,3,"2,280",$141 ,0,No,No,None,Average,31,0,31,2,,
924 26Th Ave S,Seattle,WA,98144,"$321,500",1.00,1,730,$440 ,0,No,No,None,Average,17,0,17,1,,
27619 245Th Ave Se,Maple Valley,WA,98038,"$321,000",4.00,3,"1,830",$175 ,0,No,No,None,Average,22,0,22,2,,
14007-14017 35Th Ave Ne,Seattle,WA,98125,"$321,000",3.00,2,"1,347",$238 ,0,No,No,None,Average,15,0,15,3,,
3743 Belvidere Ave Sw,Seattle,WA,98126,"$320,000",2.00,1,950,$337 ,0,No,No,Good,Average,77,1994,31,1,,
30841-30959 132Nd Ave Se,Auburn,WA,98092,"$320,000",4.00,2,"1,890",$169 ,1,No,No,None,Good,51,0,51,1,,
27515 44Th Pl S,Auburn,WA,98001,"$320,000",3.00,3,"2,280",$140 ,0,No,No,None,Average,27,2006,19,2,,
833 Sw 346Th St,Federal Way,WA,98023,"$320,000",3.00,3,"2,680",$119 ,0,No,No,None,Average,35,2009,16,2,,
5608 Ne 204Th St,Kenmore,WA,98028,"$320,000",3.00,2,"2,220",$144 ,0,No,Yes,None,Average,75,2005,20,1,,
29234 158Th Ave Se,Kent,WA,98042,"$320,000",5.00,3,"3,020",$106 ,0,No,Yes,None,Good,47,2000,25,1,,
23625 Se 267Th Ct,Maple Valley,WA,98038,"$320,000",4.00,3,"2,000",$160 ,0,No,No,None,Average,28,0,28,2,,
Cedar To Green River Trail,Maple Valley,WA,98038,"$320,000",3.00,3,"2,130",$150 ,0,No,No,None,Average,22,0,22,2,,
27102 227Th Pl Se,Maple Valley,WA,98038,"$320,000",4.00,3,"2,570",$125 ,0,No,No,None,Average,20,0,20,2,,
99 17Th Ave,Milton,WA,98354,"$320,000",3.00,2,"1,370",$234 ,0,No,No,None,Good,42,0,42,1,,
17040 426Th Ave Se,North Bend,WA,98045,"$320,000",3.00,2,"1,110",$288 ,0,No,No,None,Excellent,47,0,47,1,,
48115 Se Mt Si Rd,North Bend,WA,98045,"$320,000",3.00,2,"1,550",$206 ,1,No,No,None,Average,26,0,26,1.5,,
2525 Ne 24Th St,Renton,WA,98056,"$320,000",3.00,2,"1,480",$216 ,0,No,No,None,Good,60,0,60,1,,
16710 133Rd Pl Se,Renton,WA,98058,"$320,000",3.00,2,"1,650",$194 ,0,No,Yes,None,Excellent,47,0,47,1,,
14712 Se 105Th Pl,Renton,WA,98059,"$320,000",3.00,2,"1,880",$170 ,0,No,Yes,None,Excellent,73,1998,27,1,,
10401 Holman Rd Nw,Seattle,WA,98133,"$320,000",3.00,2,"1,200",$267 ,0,No,No,None,Average,20,0,20,3,,
5107 Puget Blvd Sw,Seattle,WA,98106,"$320,000",3.00,3,"1,450",$221 ,0,No,Yes,None,Average,12,1923,102,2,,
5201 23Rd Ave Sw,Seattle,WA,98106,"$320,000",3.00,3,"1,530",$209 ,0,No,Yes,None,Average,12,1923,102,2,,
10537 Interlake Ave N,Seattle,WA,98133,"$320,000",3.00,1,860,$372 ,0,No,No,None,Average,98,2011,14,1.5,,
17722 199Th Ave Ne,Woodinville,WA,98077,"$320,000",3.00,1,"1,120",$286 ,0,No,No,None,Good,56,0,56,1,,
7057 S Lakeridge Dr,Seattle,WA,98178,"$319,950",2.00,1,"1,070",$299 ,0,No,No,Good,Excellent,76,0,76,1,,
16336 131St Ave Se,Renton,WA,98058,"$319,950",4.00,2,"2,310",$139 ,0,No,Yes,None,Good,49,1992,33,1,,
11260 Marine View Dr Sw,Seattle,WA,98146,"$319,950",2.00,1,920,$348 ,0,No,No,None,Average,86,1969,56,1,,
3709 S 256Th Ct,Kent,WA,98032,"$319,000",4.00,3,"2,510",$127 ,0,No,Yes,None,Average,47,0,47,1,,
15846 196Th Pl Ne,Woodinville,WA,98077,"$319,000",3.00,1,"1,390",$229 ,0,No,No,None,Good,57,0,57,1,,
4231 Sw 323Rd St,Federal Way,WA,98023,"$318,989",4.00,2,"2,000",$159 ,0,No,No,None,Good,47,2000,25,1,,
1922 11Th Ave W,Seattle,WA,98119,"$318,000",2.00,2,"1,530",$208 ,0,No,Yes,Fair,Good,109,0,109,1,,
14201-14211 146Th Pl Se,Renton,WA,98059,"$317,062",3.00,2,"1,280",$248 ,0,No,No,None,Good,56,0,56,1,,
21560 Se 275Th Ct,Maple Valley,WA,98038,"$317,000",3.00,3,"1,840",$172 ,0,No,No,None,Average,13,1912,113,2,,
16703 133Rd Pl Se,Renton,WA,98058,"$317,000",3.00,2,"1,760",$180 ,0,No,Yes,None,Excellent,48,0,48,1,,
6277-6399 S 129Th St,Seattle,WA,98178,"$317,000",5.00,3,"2,360",$134 ,0,No,Yes,None,Good,63,0,63,1,,
3100-3198 S Byron St,Seattle,WA,98144,"$317,000",3.00,1,"1,010",$314 ,0,No,No,None,Average,66,1989,36,1,,
13319 1St Ave Ne,Seattle,WA,98125,"$317,000",3.00,1,"1,160",$273 ,0,No,No,None,Average,73,2008,17,1,,
32915 176Th Ave Se,Auburn,WA,98092,"$316,850",4.00,3,"4,060",$78 ,1,No,Yes,None,Average,36,0,36,1,,
11401 Se 219Th Pl,Kent,WA,98031,"$316,500",4.00,3,"2,150",$147 ,0,No,No,None,Good,34,0,34,2,,
1522 55Th Ct Se,Auburn,WA,98092,"$316,000",4.00,3,"2,010",$157 ,0,No,No,None,Average,30,0,30,2,,
20312 102Nd Pl Se,Kent,WA,98031,"$316,000",3.00,2,"2,130",$148 ,0,No,Yes,None,Average,38,2000,25,1,,
25221 235Th Way Se,Maple Valley,WA,98038,"$315,369",3.00,3,"3,080",$102 ,0,No,No,None,Average,35,2009,16,2,,
11521 22Nd Ave Ne,Seattle,WA,98125,"$315,275",3.00,2,"1,440",$219 ,0,No,Yes,None,Average,74,1994,31,1,,
7945 14Th Ave Sw,Seattle,WA,98106,"$315,000",6.00,4,"3,120",$101 ,0,No,Yes,Good,Good,32,0,32,2,,
20515 Se 333Rd Pl,Auburn,WA,98092,"$315,000",3.00,2,"1,400",$225 ,1,No,Yes,None,Fair,38,0,38,1,,
32901 Se 43Rd St,Fall City,WA,98024,"$315,000",3.00,2,"1,750",$180 ,0,No,Yes,None,Average,71,2005,20,1,,
11718 Se 203Rd St,Kent,WA,98031,"$315,000",3.00,3,"1,880",$168 ,0,No,No,None,Average,32,0,32,2,,
12108 Se 218Th Pl,Kent,WA,98031,"$315,000",4.00,3,"1,930",$163 ,0,No,No,None,Good,33,0,33,2,,
20825 135Th Ave Se,Kent,WA,98042,"$315,000",4.00,3,"1,940",$162 ,0,No,Yes,None,Good,48,0,48,1,,
28001 232Nd Pl Se,Maple Valley,WA,98038,"$315,000",3.00,3,"1,730",$182 ,0,No,No,None,Average,32,0,32,2,,
10830 132Nd Ave Ne,Redmond,WA,98052,"$315,000",2.00,1,790,$399 ,0,No,No,None,Average,70,1984,41,1,,
4726 S Orcas St,Seattle,WA,98118,"$315,000",2.00,1,970,$325 ,0,No,No,None,Good,117,0,117,1,,
2202 Sw Elmgrove St,Seattle,WA,98106,"$315,000",3.00,3,"1,480",$213 ,0,No,Yes,None,Average,15,0,15,2,,
5237 Martin Luther King Jr Way S,Seattle,WA,98118,"$315,000",2.00,1,"1,740",$181 ,0,No,Yes,None,Good,101,0,101,1,,
10200-10216 56Th Ave S,Seattle,WA,98178,"$315,000",4.00,2,"1,780",$177 ,0,No,Yes,None,Excellent,107,0,107,1.5,,
4820 12Th Ave S,Seattle,WA,98108,"$315,000",2.00,1,"1,080",$292 ,0,No,Yes,None,Good,106,1985,40,1,,
1715 Ne 135Th St,Seattle,WA,98125,"$315,000",3.00,1,960,$328 ,0,No,No,None,Average,73,2008,17,1,,
5452 31St Ave Sw,Seattle,WA,98126,"$315,000",3.00,2,"1,060",$297 ,0,No,No,None,Average,44,2013,12,1,,
34901-35199 Weyerhaeuser Way S,Federal Way,WA,98003,"$314,900",4.00,2,"2,700",$117 ,1,No,Yes,None,Average,67,2004,21,1,,
37128 19Th Way S,Federal Way,WA,98003,"$314,500",3.00,2,"2,050",$153 ,0,No,No,None,Average,32,0,32,1,,
26522 214Th Ave Se,Maple Valley,WA,98038,"$314,500",3.00,2,"1,700",$185 ,0,No,Yes,None,Average,47,0,47,1,,
24925 234Th Pl Se,Maple Valley,WA,98038,"$314,000",4.00,3,"2,340",$134 ,0,No,No,None,Average,22,0,22,2,,
15345 Stone Ave N,Shoreline,WA,98133,"$313,000",3.00,2,"1,320",$237 ,0,No,No,None,Excellent,77,1985,40,1,,
24506 Se 276Th Ct,Maple Valley,WA,98038,"$312,900",4.00,3,"1,630",$192 ,0,No,No,None,Average,22,0,22,2,,
33027 47Th Pl S,Federal Way,WA,98001,"$312,891",5.00,3,"2,300",$136 ,0,No,No,None,Average,12,1923,102,2,,
306 S 15Th St,Renton,WA,98055,"$312,500",3.00,2,"1,830",$171 ,0,No,Yes,None,Average,75,2008,17,1,,
9404 Linden Ave N,Seattle,WA,98103,"$312,500",2.00,2,"1,070",$292 ,0,No,No,None,Average,26,0,26,2,,
7558 19Th Ave Sw,Seattle,WA,98106,"$312,500",2.00,1,880,$355 ,0,No,No,None,Average,106,2001,24,1,,
27369 245Th Ave Se,Maple Valley,WA,98038,"$312,000",4.00,3,"1,830",$170 ,0,No,No,None,Average,22,0,22,2,,
5021 Delridge Way Sw,Seattle,WA,98106,"$312,000",3.00,2,"1,490",$209 ,0,No,Yes,None,Average,16,0,16,2,,
9014 Ravenna Ave Ne,Seattle,WA,98115,"$312,000",3.00,2,"1,540",$203 ,0,No,Yes,None,Excellent,71,0,71,1,,
11716 16Th Ave Ne,Seattle,WA,98125,"$312,000",3.00,2,"1,255",$249 ,0,No,No,None,Average,21,2003,22,3,,
8653 Wabash Ave S,Seattle,WA,98118,"$311,000",3.00,2,"1,900",$164 ,0,No,Yes,None,Excellent,122,0,122,1.5,,
4201 Regal St,Carnation,WA,98014,"$310,000",4.00,2,"1,220",$254 ,0,No,No,None,Average,45,0,45,1,,
16218 163Rd Pl Se,Covington,WA,98042,"$310,000",4.00,3,"2,430",$128 ,0,No,No,None,Average,23,0,23,2,,
19539 4Th Ave S,Des Moines,WA,98148,"$310,000",3.00,2,"1,460",$212 ,0,No,No,None,Average,73,2008,17,1,,
820 S 300Th St,Federal Way,WA,98003,"$310,000",4.00,3,"2,660",$117 ,0,No,Yes,None,Good,65,2001,24,1,,
18527 Kenlake Pl Ne,Kenmore,WA,98028,"$310,000",3.00,1,"1,050",$295 ,0,No,No,None,Average,72,0,72,1,,
8308 Ne 176Th Pl,Kenmore,WA,98028,"$310,000",3.00,1,"1,430",$217 ,0,No,No,None,Good,98,0,98,1.5,,
21720 Se 299Th Way,Kent,WA,98042,"$310,000",3.00,3,"2,540",$122 ,0,No,No,None,Average,19,0,19,2,,
42321 Se 171St St,North Bend,WA,98045,"$310,000",3.00,2,"1,350",$230 ,0,No,Yes,None,Average,30,0,30,1,,
2714 Ne 4Th Ct,Renton,WA,98056,"$310,000",3.00,2,"1,420",$218 ,0,No,Yes,None,Good,41,0,41,1,,
6343 23Rd Ave Sw,Seattle,WA,98106,"$310,000",5.00,3,"1,880",$165 ,0,No,Yes,None,Average,28,0,28,1,,
929 N 77Th St,Seattle,WA,98103,"$310,000",2.00,1,700,$443 ,0,No,No,None,Good,107,1974,51,1,,
11750 12Th Ave Ne,Seattle,WA,98125,"$310,000",4.00,2,"1,870",$166 ,0,No,No,None,Average,69,2001,24,1.5,,
9238 32Nd Ave Sw,Seattle,WA,98126,"$310,000",2.00,1,870,$356 ,0,No,No,None,Average,75,2007,18,1,,
8833 14Th Ave Sw,Seattle,WA,98106,"$310,000",3.00,3,"1,780",$174 ,0,No,Yes,None,Average,35,2009,16,1,,
2109 N 161St Pl,Shoreline,WA,98133,"$310,000",4.00,1,"1,740",$178 ,0,No,No,None,Average,60,1993,32,1.5,,
1909 N 195Th St,Shoreline,WA,98133,"$310,000",3.00,1,"1,480",$209 ,0,No,No,None,Average,73,2008,17,1,,
Bennett Ave Se,Auburn,WA,98092,"$309,780",3.00,3,"2,242",$138 ,0,No,No,None,Average,11,0,11,2,,
1 View Ln Ne,Duvall,WA,98019,"$309,620",3.00,3,"1,860",$166 ,0,No,No,None,Average,13,1912,113,2,,
17207 190Th Ave Se,Renton,WA,98058,"$309,488",3.00,3,"2,260",$137 ,0,No,No,None,Average,31,0,31,2,,
42511 Se 175Th Pl,North Bend,WA,98045,"$309,212",3.00,2,"1,150",$269 ,0,No,No,None,Average,46,2014,11,1,,
38071 39Th Ave S,Auburn,WA,98001,"$309,000",5.00,3,"2,481",$125 ,0,No,No,None,Average,11,0,11,2,,
23300-23306 10Th Ave S,Des Moines,WA,98198,"$309,000",3.00,2,"1,980",$156 ,0,No,Yes,None,Good,62,0,62,1,,
7757 15Th Ave Sw,Seattle,WA,98106,"$309,000",3.00,1,"1,092",$283 ,0,No,No,None,Average,107,0,107,1.5,,
5011-5021 Delridge Way Sw,Seattle,WA,98106,"$309,000",3.00,2,"1,490",$207 ,0,No,Yes,None,Average,15,0,15,2,,
203 Farrelly St,Enumclaw,WA,98022,"$308,950",4.00,3,"1,920",$161 ,0,No,No,Good,Good,31,0,31,2,,
5006 Highland Dr Se,Auburn,WA,98092,"$308,900",3.00,3,"2,250",$137 ,0,No,No,None,Average,31,0,31,2,,
4611 51St Ave S,Seattle,WA,98118,"$308,831",2.00,1,810,$381 ,0,No,No,None,Average,106,2001,24,1,,
501 N 143Rd St,Seattle,WA,98133,"$308,167",3.00,2,"1,510",$204 ,0,No,No,None,Good,71,1979,46,1,,
5968 44Th Ave S,Seattle,WA,98118,"$308,000",3.00,1,"1,010",$305 ,0,No,No,None,Good,71,1979,46,1,,
11211 3Rd Ave S,Seattle,WA,98168,"$308,000",3.00,1,"1,640",$188 ,0,No,No,None,Average,83,1999,26,1.5,,
11717 Se 234Th Pl,Kent,WA,98031,"$307,550",4.00,3,"1,980",$155 ,0,No,No,None,Average,22,0,22,2,,
4751 Stephens Ave,Carnation,WA,98014,"$307,000",3.00,1,"1,370",$224 ,0,No,No,None,Average,65,2012,13,1,,
26905 Ne Cherry St,Duvall,WA,98019,"$307,000",3.00,2,"2,320",$132 ,0,No,No,None,Average,49,0,49,1,,
227 W 2Nd St,North Bend,WA,98045,"$307,000",3.00,1,"1,150",$267 ,0,No,No,None,Average,98,2011,14,1.5,,
15562 9Th Ave Ne,Shoreline,WA,98155,"$307,000",4.00,1,"1,150",$267 ,0,No,No,None,Average,78,2012,13,1.5,,
2314 Blaine Ave Ne,Renton,WA,98056,"$306,888",2.00,2,"1,010",$304 ,0,No,No,None,Average,44,2013,12,2,,
36415 12Th Pl S,Federal Way,WA,98003,"$306,500",3.00,2,"2,060",$149 ,1,No,Yes,None,Good,47,2000,25,1,,
29742 129Th Pl Se,Auburn,WA,98092,"$306,000",4.00,3,"2,490",$123 ,0,No,No,None,Average,24,0,24,2,,
22610 133Rd Pl Se,Kent,WA,98042,"$306,000",3.00,3,"1,870",$164 ,0,No,No,None,Average,20,0,20,2,,
10606 Ne 143Rd Pl,Kirkland,WA,98034,"$306,000",3.00,1,"1,450",$211 ,0,No,Yes,None,Average,56,2010,15,1,,
16084 Se 172Nd Pl,Renton,WA,98058,"$306,000",3.00,3,"1,680",$182 ,0,No,No,None,Average,41,0,41,2,,
353 N 105Th St,Seattle,WA,98133,"$306,000",3.00,2,"1,220",$251 ,0,No,No,None,Average,18,0,18,3,,
15210 Mink Rd Ne,Woodinville,WA,98077,"$306,000",2.00,1,780,$392 ,0,No,No,None,Good,79,1989,36,1,,
14244 140Th Ave Se,Renton,WA,98059,"$305,495",3.00,2,"2,110",$145 ,0,No,No,None,Good,59,0,59,2,,
18429 W Lake Desire Dr Se,Renton,WA,98058,"$305,100",3.00,2,"1,590",$192 ,1,No,No,None,Good,51,0,51,1,,
30002 8Th Ave Sw,Federal Way,WA,98023,"$305,000",3.00,2,"1,800",$169 ,0,No,No,None,Good,59,0,59,1,,
4150 244Th Pl Se,Issaquah,WA,98029,"$305,000",2.00,2,"1,140",$268 ,0,No,No,None,Average,37,2000,25,2,,
4129 Hampton Way,Kent,WA,98032,"$305,000",4.00,2,"2,210",$138 ,0,No,No,None,Good,57,0,57,2,,
16423 126Th Pl Se,Renton,WA,98058,"$305,000",4.00,1,"2,100",$145 ,0,No,Yes,None,Good,57,0,57,1,,
12633 Se 158Th St,Renton,WA,98058,"$305,000",3.00,1,"1,580",$193 ,0,No,Yes,None,Average,63,2003,22,1,,
16215 Se 172Nd Ct,Renton,WA,98058,"$305,000",3.00,2,"1,610",$189 ,0,No,No,None,Average,44,2013,12,1,,
7534 24Th Ave Nw,Seattle,WA,98117,"$305,000",2.00,2,"1,000",$305 ,0,No,No,None,Average,19,0,19,3,,
5445 17Th Ave Sw,Seattle,WA,98106,"$305,000",3.00,2,"1,210",$252 ,0,No,Yes,None,Good,42,0,42,1,,
5937 Delridge Way Sw,Seattle,WA,98106,"$305,000",2.00,3,"1,590",$192 ,0,No,Yes,None,Average,16,0,16,2,,
2825 Ne 105Th St,Seattle,WA,98125,"$305,000",6.00,2,"1,900",$161 ,0,No,Yes,None,Fair,61,0,61,1,,
12036 23Rd Ave S,Seattle,WA,98168,"$305,000",4.00,2,"2,200",$139 ,0,No,Yes,None,Excellent,83,0,83,1.5,,
2023 Ne 175Th St,Shoreline,WA,98155,"$305,000",3.00,1,950,$321 ,0,No,No,None,Average,75,2005,20,1,,
14717 58Th Ave S,Tukwila,WA,98168,"$305,000",2.00,1,"2,160",$141 ,0,No,Yes,None,Average,57,1997,28,1,,
15803 197Th Pl Ne,Woodinville,WA,98077,"$305,000",3.00,1,"1,160",$263 ,0,No,No,None,Average,57,1997,28,1,,
23030 100Th Ave Se,Kent,WA,98031,"$304,900",4.00,2,"2,600",$117 ,0,No,Yes,None,Good,56,0,56,1,,
13715 Wallingford Ave N,Seattle,WA,98133,"$304,700",2.00,1,740,$412 ,0,No,No,None,Good,76,1985,40,1,,
7725 Ne 143Rd St,Kirkland,WA,98034,"$304,000",3.00,1,900,$338 ,0,No,No,None,Good,53,0,53,1,,
12727 Se 191St Pl,Renton,WA,98058,"$304,000",4.00,2,"1,810",$168 ,0,No,Yes,None,Fair,58,0,58,1,,
17547 11Th Ave Ne,Shoreline,WA,98155,"$304,000",4.00,2,"1,310",$232 ,0,No,No,None,Good,72,1983,42,1,,
16225 10Th Ave Ne,Shoreline,WA,98155,"$304,000",3.00,1,"1,280",$238 ,0,No,No,None,Good,78,1988,37,1.5,,
2411 57Th St Se,Auburn,WA,98092,"$303,210",4.00,3,"2,009",$151 ,0,No,No,None,Average,11,0,11,2,,
18923 Se 416Th St,Enumclaw,WA,98022,"$302,000",2.00,1,900,$336 ,10,No,No,Good,Excellent,100,0,100,1,,
26405 218Th Ave Se,Maple Valley,WA,98038,"$302,000",5.00,2,"2,180",$139 ,0,No,No,None,Average,39,0,39,2,,
1001 Whitman Ct Ne,Renton,WA,98059,"$302,000",4.00,2,"2,020",$150 ,0,No,Yes,None,Good,62,0,62,1,,
16411 139Th Pl Se,Renton,WA,98058,"$302,000",4.00,2,"1,530",$197 ,0,No,No,None,Average,57,1997,28,1.5,,
5650 Fauntleroy Way Sw,Seattle,WA,98136,"$301,500",2.00,2,830,$363 ,0,No,No,None,Average,20,0,20,2,,
7111 S Ryan St,Seattle,WA,98178,"$300,000",2.00,1,"1,340",$224 ,0,No,No,Good,Average,78,2012,13,1,,
10516 Victory Ln Ne,Seattle,WA,98125,"$300,000",3.00,2,"1,510",$199 ,0,No,Yes,Good,Average,52,2013,12,1,,
11366 Se 298Th Pl,Auburn,WA,98092,"$300,000",4.00,3,"2,070",$145 ,0,No,No,None,Average,22,0,22,2,,
13328 Se 308 Ct,Auburn,WA,98092,"$300,000",4.00,3,"2,303",$130 ,0,No,No,None,Average,19,0,19,2,,
606 5Th St Se,Auburn,WA,98002,"$300,000",6.00,5,"2,860",$105 ,0,No,No,None,Average,47,0,47,2,,
16940 Ne 16Th Pl,Bellevue,WA,98008,"$300,000",3.00,1,"1,150",$261 ,0,No,No,None,Average,65,2012,13,1,,
17001 Se 263Rd St,Covington,WA,98042,"$300,000",4.00,3,"2,620",$115 ,0,No,No,None,Average,17,0,17,2,,
278Th Ave Ne,Duvall,WA,98019,"$300,000",3.00,2,"1,660",$181 ,0,No,No,None,Average,24,0,24,2,,
4815 Sw 330Th Ct,Federal Way,WA,98023,"$300,000",3.00,3,"2,080",$144 ,0,No,No,None,Average,36,0,36,2,,
4620 Sw 333Rd Ct,Federal Way,WA,98023,"$300,000",4.00,3,"2,680",$112 ,0,No,No,None,Average,26,0,26,2,,
36529 2Nd Ave Sw,Federal Way,WA,98023,"$300,000",3.00,3,"2,090",$144 ,0,No,Yes,None,Average,38,2000,25,1,,
6615 Ne 154Th St,Kenmore,WA,98028,"$300,000",3.00,2,"1,590",$189 ,0,No,No,None,Average,69,2001,24,1,,
22736 129Th Pl Se,Kent,WA,98031,"$300,000",4.00,3,"2,090",$144 ,0,No,No,None,Average,18,0,18,2,,
12235 Se 259Th Pl,Kent,WA,98030,"$300,000",4.00,3,"2,700",$111 ,0,No,Yes,None,Good,59,0,59,1,,
11831 Se 232Nd Pl,Kent,WA,98031,"$300,000",4.00,3,"1,840",$163 ,0,No,No,None,Average,21,2003,22,2,,
9526 S 221St Pl,Kent,WA,98031,"$300,000",4.00,3,"2,200",$136 ,0,No,No,None,Average,27,2006,19,2,,
14200-14230 77Th Ave Ne,Kirkland,WA,98034,"$300,000",3.00,1,910,$330 ,0,No,No,None,Good,54,0,54,1,,
13424 Ne 80Th St,Redmond,WA,98052,"$300,000",3.00,1,"1,090",$275 ,0,No,No,None,Good,70,2009,16,1,,
555 Index Ave Ne,Renton,WA,98056,"$300,000",6.00,2,"2,040",$147 ,0,No,No,None,Good,82,0,82,1,,
12840 163Rd Ave Se,Renton,WA,98059,"$300,000",3.00,1,"2,120",$142 ,0,No,Yes,None,Good,58,0,58,1,,
14229 Se 165Th Pl,Renton,WA,98058,"$300,000",3.00,2,"1,780",$169 ,0,No,No,None,Average,58,2011,14,1,,
17237 129Th Ave Se,Renton,WA,98058,"$300,000",4.00,3,"2,200",$136 ,0,No,No,None,Average,65,2012,13,1,,
723 N 105Th St,Seattle,WA,98133,"$300,000",2.00,1,820,$366 ,0,No,No,None,Good,109,0,109,1,,
2559 Ne 98Th St,Seattle,WA,98115,"$300,000",3.00,1,"1,260",$238 ,0,No,No,None,Average,79,0,79,1,,
13730 2Nd Ave Nw,Seattle,WA,98177,"$300,000",2.00,2,"1,360",$221 ,0,No,Yes,None,Average,50,0,50,1,,
5338 15Th Ave S,Seattle,WA,98108,"$300,000",3.00,3,"1,470",$204 ,0,No,Yes,None,Average,17,0,17,2,,
6729 Shaffer Ave S,Seattle,WA,98108,"$300,000",3.00,3,"1,700",$176 ,0,No,No,None,Average,25,0,25,2,,
11720 8Th Ave S,Seattle,WA,98168,"$300,000",5.00,3,"1,940",$155 ,0,No,Yes,None,Average,18,0,18,1,,
843 S Rose St,Seattle,WA,98108,"$300,000",5.00,3,"2,760",$109 ,0,No,No,None,Average,19,0,19,2,,
8631 17Th Ave Sw,Seattle,WA,98106,"$300,000",3.00,1,930,$323 ,0,No,No,None,Excellent,106,1934,91,1.5,,
1714 S Pearl St,Seattle,WA,98108,"$300,000",4.00,2,"1,820",$165 ,0,No,Yes,None,Good,99,1993,32,1,,
7920 34Th Ave Sw,Seattle,WA,98126,"$300,000",2.00,1,750,$400 ,0,No,No,None,Good,84,1998,27,1,,
9807 22Nd Ave Sw,Seattle,WA,98106,"$300,000",2.00,1,970,$309 ,0,No,No,None,Average,76,1998,27,1,,
13545 39Th Ave Ne,Seattle,WA,98125,"$300,000",3.00,2,"2,020",$149 ,0,No,Yes,None,Good,68,2001,24,1,,
14709 26Th Ave Ne,Shoreline,WA,98155,"$300,000",4.00,1,"1,370",$219 ,0,No,No,None,Average,76,1998,27,1,,
315 Nw 183Rd St,Shoreline,WA,98177,"$300,000",3.00,1,"2,150",$140 ,0,No,No,None,Average,71,2005,20,1,,
18218 Evanston Ave N,Shoreline,WA,98133,"$300,000",3.00,1,"1,220",$246 ,0,No,No,None,Good,70,2009,16,1,,
2610 Ne 145Th St,Shoreline,WA,98155,"$300,000",2.00,1,960,$313 ,0,No,No,None,Average,78,2012,13,1,,
16036 6Th Ave Ne,Shoreline,WA,98155,"$300,000",2.00,1,"1,010",$297 ,0,No,No,None,Average,78,2012,13,1,,
4809 Mill Pond Loop,Auburn,WA,98092,"$299,995",3.00,3,"1,970",$152 ,0,No,No,None,Average,37,2000,25,2,,
1212 Ne 162Nd St,Shoreline,WA,98155,"$299,995",2.00,1,"1,060",$283 ,0,No,No,None,Good,74,1999,26,1,,
31317 41St Pl Sw,Federal Way,WA,98023,"$299,950",3.00,2,"1,790",$168 ,0,No,No,Great,Average,47,0,47,1,,
13228 Se 294Th Pl,Auburn,WA,98092,"$299,950",4.00,2,"1,560",$192 ,1,No,No,None,Good,60,0,60,1,,
